Station_id,Station_name,District_name,Latitud,Longitud,Contaminant,DATETIME,VALUE
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T19:00:00Z,45
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T20:00:00Z,40
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T21:00:00Z,129
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T22:00:00Z,55
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T23:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T00:00:00Z,16
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T01:00:00Z,22
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T02:00:00Z,31
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T03:00:00Z,26
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T04:00:00Z,28
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T05:00:00Z,27
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T06:00:00Z,34
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T07:00:00Z,41
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T08:00:00Z,31
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T09:00:00Z,41
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T10:00:00Z,38
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T11:00:00Z,20
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T12:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T13:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T14:00:00Z,33
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T15:00:00Z,48
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T16:00:00Z,89
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T17:00:00Z,117
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T18:00:00Z,102
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T19:00:00Z,35
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T20:00:00Z,56
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T21:00:00Z,49
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T22:00:00Z,50
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T23:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-16T00:00:00Z,31
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T01:00:00Z,62
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T02:00:00Z,83
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T03:00:00Z,77
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T04:00:00Z,57
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T05:00:00Z,47
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T06:00:00Z,37
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T07:00:00Z,29
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T08:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T09:00:00Z,50
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T10:00:00Z,34
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T11:00:00Z,28
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T12:00:00Z,26
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T13:00:00Z,16
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T14:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T15:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T16:00:00Z,16
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T17:00:00Z,16
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T18:00:00Z,14
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T19:00:00Z,15
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T20:00:00Z,28
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T21:00:00Z,56
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T22:00:00Z,28
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T23:00:00Z,33
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-17T00:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T01:00:00Z,18
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T02:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T03:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T04:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T05:00:00Z,15
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T06:00:00Z,20
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T07:00:00Z,25
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T08:00:00Z,24
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T09:00:00Z,26
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T10:00:00Z,27
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T11:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T12:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T13:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T14:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T15:00:00Z,14
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T16:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T17:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T18:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T19:00:00Z,5
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T20:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T21:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T22:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T23:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-18T00:00:00Z,42
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T01:00:00Z,61
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T02:00:00Z,19
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T03:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T04:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T05:00:00Z,15
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T06:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T07:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T08:00:00Z,29
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T09:00:00Z,30
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T10:00:00Z,43
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T11:00:00Z,30
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T12:00:00Z,35
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T13:00:00Z,25
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T14:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T15:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T16:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T17:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T18:00:00Z,5
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T19:00:00Z,5
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T20:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T21:00:00Z,5
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T22:00:00Z,5
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T23:00:00Z,5
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-19T00:00:00Z,5
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T01:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T02:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T03:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T04:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T05:00:00Z,5
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T06:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T07:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T08:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T09:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T10:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T11:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T12:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T13:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T14:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T15:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T16:00:00Z,22
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T17:00:00Z,25
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T18:00:00Z,14
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T19:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T20:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T21:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T22:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T23:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-20T00:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T01:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T02:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T03:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T04:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T05:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T06:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T07:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T08:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T09:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T10:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T11:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T12:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T13:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T14:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T15:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T16:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T17:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T18:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T19:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T20:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T21:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T22:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T23:00:00Z,5
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-21T00:00:00Z,4
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T01:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T02:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T03:00:00Z,19
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T04:00:00Z,15
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T05:00:00Z,16
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T06:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T07:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T08:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T09:00:00Z,15
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T10:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T11:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T12:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T13:00:00Z,15
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T14:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T15:00:00Z,16
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T16:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T17:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T18:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T19:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T20:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T21:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T22:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T23:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-22T00:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T01:00:00Z,14
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T02:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T03:00:00Z,15
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T04:00:00Z,18
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T05:00:00Z,19
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T06:00:00Z,18
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T07:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T08:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T09:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T10:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T11:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T12:00:00Z,32
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T13:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T14:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T15:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T16:00:00Z,34
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T17:00:00Z,42
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T18:00:00Z,34
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T19:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T20:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T21:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T22:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T23:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-23T00:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T01:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T02:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T03:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T04:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T05:00:00Z,15
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T06:00:00Z,15
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T07:00:00Z,14
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T08:00:00Z,16
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T09:00:00Z,25
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T10:00:00Z,22
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T11:00:00Z,18
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T12:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T13:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T14:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T15:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T16:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T17:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T18:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T19:00:00Z,18
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T20:00:00Z,20
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T21:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T22:00:00Z,32
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T23:00:00Z,30
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-24T00:00:00Z,19
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T01:00:00Z,23
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T02:00:00Z,27
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T03:00:00Z,16
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T04:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T05:00:00Z,16
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T06:00:00Z,14
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T07:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T08:00:00Z,16
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T09:00:00Z,29
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T10:00:00Z,64
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T11:00:00Z,46
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T12:00:00Z,36
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T13:00:00Z,63
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T14:00:00Z,64
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T15:00:00Z,50
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T16:00:00Z,27
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T17:00:00Z,30
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T18:00:00Z,28
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T19:00:00Z,19
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T20:00:00Z,19
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T21:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T22:00:00Z,22
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T23:00:00Z,27
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-25T00:00:00Z,47
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-26T01:00:00Z,72
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-26T02:00:00Z,71
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-26T03:00:00Z,71
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-26T04:00:00Z,59
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-26T05:00:00Z,50
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-26T06:00:00Z,58
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-26T07:00:00Z,67
